User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Recency,Frequency,Monthly_Spend,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
1779,James Miller,50,Germany,Premium,226.88,Sci-Fi,2024-04-10,325,114,22.99,275.88,1,2,4,124,7,Lost
1780,Sarah Johnson,77,Germany,Standard,8.38,Comedy,2025-02-16,13,5,15.49,185.88,5,1,2,512,8,New Customers
1781,John Smith,76,Mexico,Premium,421.68,Horror,2025-02-23,6,211,22.99,275.88,5,3,4,534,12,Loyal Customers
1782,Michael Miller,58,Mexico,Premium,927.08,Documentary,2025-02-15,14,464,22.99,275.88,5,5,4,554,14,Champions
1783,Jane Martinez,35,Brazil,Basic,348.47,Action,2024-11-19,102,175,9.99,119.88,4,2,1,421,7,New Customers
1784,Jane Miller,69,Mexico,Basic,461.37,Documentary,2025-02-22,7,231,9.99,119.88,5,3,1,531,9,Loyal Customers
1785,David Davis,49,Germany,Premium,147.65,Horror,2024-04-12,323,74,22.99,275.88,1,1,4,114,6,Lost
1786,Chris Martinez,43,Brazil,Premium,750.78,Sci-Fi,2025-02-12,17,376,22.99,275.88,5,4,4,544,13,Champions
1787,Emma Davis,28,Brazil,Standard,355.33,Comedy,2024-04-18,317,178,15.49,185.88,1,2,2,122,5,Lost
1788,Sarah Davis,64,Brazil,Premium,908.18,Romance,2024-12-24,67,455,22.99,275.88,4,5,4,454,13,Champions
1789,Katie Jones,18,Australia,Basic,323.96,Drama,2024-06-05,269,162,9.99,119.88,2,2,1,221,5,Hibernating
1790,James Smith,35,UK,Basic,752.04,Drama,2024-09-07,175,377,9.99,119.88,3,4,1,341,8,Promising
1791,Jane Williams,25,Brazil,Standard,201.79,Action,2025-02-14,15,101,15.49,185.88,5,1,2,512,8,New Customers
1792,Chris Williams,47,Japan,Premium,415.47,Comedy,2024-03-16,350,208,22.99,275.88,1,3,4,134,8,At Risk
1793,Michael Martinez,52,Mexico,Standard,374.9,Sci-Fi,2024-08-03,210,188,15.49,185.88,3,2,2,322,7,Needs Attention
1794,John Davis,51,USA,Premium,166.08,Romance,2025-03-05,-4,84,22.99,275.88,5,1,4,514,10,New Customers
1795,John Smith,66,Australia,Premium,119.14,Romance,2024-10-29,123,60,22.99,275.88,4,1,4,414,9,New Customers
1796,Alex Hernandez,60,Germany,Standard,122.79,Drama,2024-08-08,205,62,15.49,185.88,3,1,2,312,6,Lost
1797,Emma Johnson,19,USA,Premium,298.46,Drama,2024-04-06,329,150,22.99,275.88,1,2,4,124,7,Lost
1798,James Miller,18,UK,Basic,955.7,Romance,2024-08-16,197,478,9.99,119.88,3,5,1,351,9,Promising
1799,Katie Hernandez,79,France,Basic,980.76,Sci-Fi,2024-05-14,291,491,9.99,119.88,1,5,1,151,7,Lost
1800,Chris Davis,38,Germany,Premium,30.29,Sci-Fi,2025-02-19,10,16,22.99,275.88,5,1,4,514,10,New Customers
1801,Sarah Hernandez,57,Canada,Premium,273.35,Sci-Fi,2024-04-22,313,137,22.99,275.88,1,2,4,124,7,Lost
1802,Chris Hernandez,33,USA,Standard,688.59,Horror,2024-11-10,111,345,15.49,185.88,4,4,2,442,10,Loyal Customers
1803,Michael Hernandez,35,Mexico,Basic,712.72,Documentary,2024-04-12,323,357,9.99,119.88,1,4,1,141,6,Lost
1804,James Hernandez,56,USA,Premium,963.84,Drama,2024-05-23,282,482,22.99,275.88,2,5,4,254,11,At Risk
1805,Sarah Johnson,22,Germany,Premium,961.94,Horror,2024-08-09,204,481,22.99,275.88,3,5,4,354,12,Potential Loyalists
1806,James Miller,40,Canada,Standard,640.09,Horror,2024-12-12,79,321,15.49,185.88,4,4,2,442,10,Loyal Customers
1807,Sarah Garcia,75,Mexico,Standard,240.84,Sci-Fi,2024-10-12,140,121,15.49,185.88,3,2,2,322,7,Needs Attention
1808,Alex Jones,43,Germany,Basic,751.22,Horror,2024-03-16,350,376,9.99,119.88,1,4,1,141,6,Lost
1809,Michael Brown,33,Japan,Basic,901.59,Drama,2024-09-29,153,451,9.99,119.88,3,5,1,351,9,Promising
1810,Chris Miller,30,UK,Premium,291.72,Sci-Fi,2024-09-28,154,146,22.99,275.88,3,2,4,324,9,Needs Attention
1811,Alex Davis,37,Australia,Basic,789.47,Sci-Fi,2025-03-04,-3,395,9.99,119.88,5,4,1,541,10,Loyal Customers
1812,James Brown,43,Japan,Premium,471.28,Action,2025-02-08,21,236,22.99,275.88,5,3,4,534,12,Loyal Customers
1813,Sarah Smith,54,Japan,Basic,101.55,Horror,2024-12-15,76,51,9.99,119.88,4,1,1,411,6,New Customers
1814,Jane Jones,40,USA,Standard,907.33,Drama,2024-04-06,329,454,15.49,185.88,1,5,2,152,8,Lost
1815,Chris Martinez,56,UK,Basic,741.88,Sci-Fi,2024-10-08,144,371,9.99,119.88,3,4,1,341,8,Promising
1816,James Smith,41,Australia,Premium,317.61,Action,2024-08-27,186,159,22.99,275.88,3,2,4,324,9,Needs Attention
1817,Alex Jones,65,Germany,Premium,360.49,Romance,2024-07-22,222,181,22.99,275.88,2,2,4,224,8,Hibernating
1818,John Garcia,16,Japan,Basic,910.99,Sci-Fi,2024-09-26,156,456,9.99,119.88,3,5,1,351,9,Promising
1819,Sarah Martinez,63,UK,Premium,287.65,Drama,2024-04-25,310,144,22.99,275.88,1,2,4,124,7,Lost
1820,Sarah Martinez,34,Mexico,Basic,223.71,Action,2025-02-13,16,112,9.99,119.88,5,2,1,521,8,New Customers
1821,Michael Williams,29,UK,Premium,396.47,Drama,2024-05-23,282,199,22.99,275.88,2,2,4,224,8,Hibernating
1822,John Davis,73,France,Basic,543.45,Romance,2024-11-08,113,272,9.99,119.88,4,3,1,431,8,Loyal Customers
1823,Michael Hernandez,59,Germany,Standard,788.69,Documentary,2024-07-30,214,395,15.49,185.88,2,4,2,242,8,Lost
1824,Katie Williams,15,UK,Standard,794.48,Romance,2024-06-28,246,398,15.49,185.88,2,4,2,242,8,Lost
1825,Sarah Miller,16,Germany,Premium,428.07,Drama,2024-04-08,327,215,22.99,275.88,1,3,4,134,8,At Risk
1826,Michael Martinez,25,India,Standard,543.35,Action,2024-05-08,297,272,15.49,185.88,1,3,2,132,6,Lost
1827,John Jones,14,Australia,Basic,611.48,Sci-Fi,2024-06-28,246,306,9.99,119.88,2,4,1,241,7,Lost
1828,Sarah Smith,42,India,Standard,97.18,Action,2025-02-28,1,49,15.49,185.88,5,1,2,512,8,New Customers
1829,Jane Brown,75,Australia,Premium,881.61,Romance,2025-01-08,52,441,22.99,275.88,5,5,4,554,14,Champions
1830,Alex Martinez,66,Mexico,Basic,150.56,Action,2025-02-06,23,76,9.99,119.88,5,1,1,511,7,New Customers
1831,Chris Miller,17,Brazil,Basic,3.09,Romance,2024-03-12,354,2,9.99,119.88,1,1,1,111,3,Lost
1832,Michael Garcia,59,USA,Premium,732.74,Comedy,2024-07-16,228,367,22.99,275.88,2,4,4,244,10,At Risk
1833,David Hernandez,42,Germany,Standard,307.85,Sci-Fi,2024-09-25,157,154,15.49,185.88,3,2,2,322,7,Needs Attention
1834,Jane Williams,40,India,Standard,46.03,Comedy,2024-09-30,152,24,15.49,185.88,3,1,2,312,6,Lost
1835,Emma Johnson,29,Canada,Basic,954.88,Comedy,2024-10-07,145,478,9.99,119.88,3,5,1,351,9,Promising
1836,Michael Hernandez,13,Australia,Premium,533.69,Drama,2024-12-30,61,267,22.99,275.88,5,3,4,534,12,Loyal Customers
1837,Chris Johnson,66,UK,Premium,720.69,Sci-Fi,2024-12-03,88,361,22.99,275.88,4,4,4,444,12,Champions
1838,Sarah Davis,36,Australia,Standard,201.04,Drama,2024-07-07,237,101,15.49,185.88,2,1,2,212,5,Hibernating
1839,Katie Martinez,18,UK,Basic,229.79,Sci-Fi,2024-04-21,314,115,9.99,119.88,1,2,1,121,4,Lost
1840,John Johnson,60,USA,Basic,906.5,Horror,2024-04-20,315,454,9.99,119.88,1,5,1,151,7,Lost
1841,Chris Williams,57,Mexico,Standard,529.17,Comedy,2024-09-10,172,265,15.49,185.88,3,3,2,332,8,Promising
1842,James Martinez,77,Australia,Basic,764.43,Sci-Fi,2024-08-06,207,383,9.99,119.88,3,4,1,341,8,Promising
1843,Emma Smith,65,USA,Standard,668.78,Sci-Fi,2024-08-06,207,335,15.49,185.88,3,4,2,342,9,Promising
1844,Michael Miller,19,UK,Standard,941.22,Horror,2024-12-28,63,471,15.49,185.88,5,5,2,552,12,Loyal Customers
1845,Alex Williams,65,France,Premium,481.36,Romance,2024-06-22,252,241,22.99,275.88,2,3,4,234,9,At Risk
1846,Chris Williams,63,Canada,Standard,83.91,Sci-Fi,2024-06-30,244,42,15.49,185.88,2,1,2,212,5,Hibernating
1847,Jane Jones,35,Japan,Basic,777.27,Documentary,2025-03-06,-5,389,9.99,119.88,5,4,1,541,10,Loyal Customers
1848,Chris Davis,29,Brazil,Basic,709.25,Comedy,2025-01-02,58,355,9.99,119.88,5,4,1,541,10,Loyal Customers
1849,Sarah Brown,73,India,Premium,979.02,Sci-Fi,2024-08-19,194,490,22.99,275.88,3,5,4,354,12,Potential Loyalists
1850,Michael Martinez,27,France,Premium,106.21,Comedy,2025-02-06,23,54,22.99,275.88,5,1,4,514,10,New Customers
1851,Katie Martinez,69,France,Premium,61.4,Drama,2024-07-09,235,31,22.99,275.88,2,1,4,214,7,Hibernating
1852,Emma Jones,68,Germany,Basic,419.75,Horror,2024-04-24,311,210,9.99,119.88,1,3,1,131,5,Lost
1853,Katie Brown,64,France,Premium,85.43,Horror,2025-02-06,23,43,22.99,275.88,5,1,4,514,10,New Customers
1854,James Hernandez,33,India,Standard,211.06,Romance,2024-08-12,201,106,15.49,185.88,3,2,2,322,7,Needs Attention
1855,John Hernandez,23,Germany,Premium,471.75,Drama,2024-10-23,129,236,22.99,275.88,4,3,4,434,11,Loyal Customers
1856,John Davis,58,Germany,Premium,514.74,Drama,2024-09-26,156,258,22.99,275.88,3,3,4,334,10,Potential Loyalists
1857,Sarah Davis,58,Germany,Basic,752.64,Horror,2024-10-10,142,377,9.99,119.88,3,4,1,341,8,Promising
1858,David Johnson,31,Japan,Basic,132.34,Action,2024-11-25,96,67,9.99,119.88,4,1,1,411,6,New Customers
1859,Chris Miller,50,Brazil,Basic,837.85,Romance,2025-02-06,23,419,9.99,119.88,5,5,1,551,11,Loyal Customers
1860,Jane Hernandez,45,France,Basic,272.09,Horror,2024-06-28,246,137,9.99,119.88,2,2,1,221,5,Hibernating
1861,Emma Jones,80,France,Basic,469.68,Horror,2024-07-02,242,235,9.99,119.88,2,3,1,231,6,Lost
1862,Chris Smith,25,UK,Basic,94.23,Drama,2024-06-24,250,48,9.99,119.88,2,1,1,211,4,Hibernating
1863,Chris Johnson,43,USA,Premium,432.12,Romance,2024-06-19,255,217,22.99,275.88,2,3,4,234,9,At Risk
1864,Chris Garcia,58,Japan,Premium,25.56,Drama,2024-04-26,309,13,22.99,275.88,1,1,4,114,6,Lost
1865,Emma Garcia,30,Mexico,Basic,217.07,Action,2024-12-03,88,109,9.99,119.88,4,2,1,421,7,New Customers
1866,Michael Hernandez,28,France,Standard,57.36,Action,2024-07-22,222,29,15.49,185.88,2,1,2,212,5,Hibernating
1867,James Garcia,17,France,Basic,443.79,Action,2024-03-30,336,222,9.99,119.88,1,3,1,131,5,Lost
1868,Sarah Jones,33,India,Premium,133.23,Comedy,2025-01-18,42,67,22.99,275.88,5,1,4,514,10,New Customers
1869,Michael Smith,45,Australia,Basic,653.69,Comedy,2024-10-08,144,327,9.99,119.88,3,4,1,341,8,Promising
1870,David Davis,22,Australia,Basic,707.27,Sci-Fi,2024-05-11,294,354,9.99,119.88,1,4,1,141,6,Lost
1871,John Jones,16,India,Basic,490.35,Documentary,2024-11-04,117,246,9.99,119.88,4,3,1,431,8,Loyal Customers
1872,David Smith,63,Mexico,Basic,811.97,Comedy,2024-07-19,225,406,9.99,119.88,2,5,1,251,8,Lost
1873,Chris Davis,57,India,Standard,248.2,Horror,2024-04-04,331,125,15.49,185.88,1,2,2,122,5,Lost
1874,Emma Smith,53,Mexico,Standard,253.93,Comedy,2024-09-21,161,127,15.49,185.88,3,2,2,322,7,Needs Attention
1875,John Williams,74,UK,Premium,628.91,Horror,2024-03-17,349,315,22.99,275.88,1,4,4,144,9,At Risk
1876,Alex Smith,49,Germany,Standard,826.75,Sci-Fi,2024-12-25,66,414,15.49,185.88,4,5,2,452,11,Loyal Customers
1877,Katie Davis,64,Canada,Standard,767.69,Comedy,2024-06-08,266,384,15.49,185.88,2,4,2,242,8,Lost
1878,David Williams,16,Australia,Premium,269.28,Horror,2024-08-30,183,135,22.99,275.88,3,2,4,324,9,Needs Attention
1879,Emma Hernandez,78,India,Premium,508.5,Action,2024-04-18,317,255,22.99,275.88,1,3,4,134,8,At Risk
1880,James Martinez,38,Germany,Premium,443.14,Documentary,2024-06-21,253,222,22.99,275.88,2,3,4,234,9,At Risk
1881,Michael Hernandez,18,Canada,Standard,919.17,Horror,2024-05-08,297,460,15.49,185.88,1,5,2,152,8,Lost
1882,Alex Martinez,64,Japan,Basic,477.98,Comedy,2024-06-03,271,239,9.99,119.88,2,3,1,231,6,Lost
1883,Sarah Jones,62,Brazil,Standard,928.37,Action,2025-01-22,38,465,15.49,185.88,5,5,2,552,12,Loyal Customers
1884,Katie Martinez,48,Australia,Premium,153.12,Documentary,2024-04-12,323,77,22.99,275.88,1,1,4,114,6,Lost
1885,David Johnson,15,Mexico,Standard,457.09,Sci-Fi,2025-02-19,10,229,15.49,185.88,5,3,2,532,10,Loyal Customers
1886,David Hernandez,43,Mexico,Premium,803.98,Horror,2024-08-23,190,402,22.99,275.88,3,5,4,354,12,Potential Loyalists
1887,Katie Smith,28,UK,Standard,992.72,Sci-Fi,2024-11-26,95,497,15.49,185.88,4,5,2,452,11,Loyal Customers
1888,Alex Johnson,69,Australia,Premium,512.32,Comedy,2025-01-18,42,257,22.99,275.88,5,3,4,534,12,Loyal Customers
1889,Michael Hernandez,21,Japan,Premium,114.27,Action,2024-12-11,80,58,22.99,275.88,4,1,4,414,9,New Customers
1890,Chris Martinez,69,UK,Premium,326.09,Documentary,2024-12-16,75,164,22.99,275.88,4,2,4,424,10,New Customers
1891,Katie Davis,31,Mexico,Standard,623.83,Drama,2024-10-20,132,312,15.49,185.88,4,4,2,442,10,Loyal Customers
1892,Katie Miller,55,Australia,Standard,913.63,Comedy,2024-04-04,331,457,15.49,185.88,1,5,2,152,8,Lost
1893,David Williams,23,USA,Standard,758.19,Action,2024-03-18,348,380,15.49,185.88,1,4,2,142,7,Lost
1894,Katie Johnson,39,India,Basic,284.98,Comedy,2024-12-21,70,143,9.99,119.88,4,2,1,421,7,New Customers
1895,Katie Davis,67,France,Standard,462.75,Comedy,2024-11-13,108,232,15.49,185.88,4,3,2,432,9,Loyal Customers
1896,James Martinez,31,Mexico,Basic,496.25,Action,2024-05-24,281,249,9.99,119.88,2,3,1,231,6,Lost
1897,Emma Davis,40,Germany,Premium,164.39,Documentary,2024-11-24,97,83,22.99,275.88,4,1,4,414,9,New Customers
1898,Katie Miller,80,Canada,Standard,102.66,Sci-Fi,2024-09-16,166,52,15.49,185.88,3,1,2,312,6,Lost
1899,Michael Miller,80,Mexico,Basic,1.71,Action,2024-07-18,226,1,9.99,119.88,2,1,1,211,4,Hibernating
1900,Katie Williams,56,India,Basic,295.14,Romance,2024-08-31,182,148,9.99,119.88,3,2,1,321,6,Lost
1901,David Brown,29,France,Premium,611.74,Action,2024-11-11,110,306,22.99,275.88,4,4,4,444,12,Champions
1902,John Miller,68,USA,Standard,454.23,Drama,2024-03-20,346,228,15.49,185.88,1,3,2,132,6,Lost
1903,Katie Miller,52,France,Standard,376.03,Documentary,2024-04-25,310,189,15.49,185.88,1,2,2,122,5,Lost
1904,Jane Martinez,51,Japan,Premium,812.59,Horror,2024-07-18,226,407,22.99,275.88,2,5,4,254,11,At Risk
1905,Katie Garcia,48,Canada,Premium,169.19,Action,2024-08-09,204,85,22.99,275.88,3,1,4,314,8,Lost
1906,Katie Hernandez,56,UK,Standard,69.75,Sci-Fi,2024-06-17,257,35,15.49,185.88,2,1,2,212,5,Hibernating
1907,Alex Miller,32,USA,Standard,650.85,Romance,2024-03-23,343,326,15.49,185.88,1,4,2,142,7,Lost
1908,Alex Williams,20,Germany,Standard,237.43,Sci-Fi,2024-03-27,339,119,15.49,185.88,1,2,2,122,5,Lost
1909,Sarah Hernandez,72,UK,Premium,672.84,Horror,2024-04-12,323,337,22.99,275.88,1,4,4,144,9,At Risk
1910,David Martinez,45,USA,Basic,915.81,Drama,2025-01-15,45,458,9.99,119.88,5,5,1,551,11,Loyal Customers
1911,John Smith,74,UK,Basic,141.17,Horror,2024-09-28,154,71,9.99,119.88,3,1,1,311,5,Lost
1912,James Brown,30,India,Standard,907.94,Comedy,2025-01-02,58,454,15.49,185.88,5,5,2,552,12,Loyal Customers
1913,Emma Garcia,32,Brazil,Premium,856.1,Drama,2024-09-20,162,429,22.99,275.88,3,5,4,354,12,Potential Loyalists
1914,David Johnson,43,UK,Standard,583.49,Action,2024-10-03,149,292,15.49,185.88,3,3,2,332,8,Promising
1915,Sarah Hernandez,78,Mexico,Premium,667.2,Sci-Fi,2024-05-15,290,334,22.99,275.88,1,4,4,144,9,At Risk
1916,James Jones,39,Canada,Standard,550.43,Sci-Fi,2025-01-02,58,276,15.49,185.88,5,3,2,532,10,Loyal Customers
1917,Alex Davis,80,USA,Basic,480.96,Action,2024-07-21,223,241,9.99,119.88,2,3,1,231,6,Lost
1918,David Garcia,23,Canada,Standard,758.47,Horror,2024-05-29,276,380,15.49,185.88,2,4,2,242,8,Lost
1919,David Hernandez,23,Canada,Standard,623.41,Horror,2024-03-21,345,312,15.49,185.88,1,4,2,142,7,Lost
1920,Emma Smith,61,USA,Basic,573.89,Documentary,2024-06-18,256,287,9.99,119.88,2,3,1,231,6,Lost
1921,John Johnson,31,India,Basic,340.4,Romance,2024-12-20,71,171,9.99,119.88,4,2,1,421,7,New Customers
1922,Jane Davis,33,France,Standard,397.07,Horror,2024-12-24,67,199,15.49,185.88,4,2,2,422,8,New Customers
1923,David Johnson,37,Mexico,Basic,393.12,Comedy,2024-12-16,75,197,9.99,119.88,4,2,1,421,7,New Customers
1924,Emma Johnson,77,Germany,Standard,492.64,Comedy,2025-01-16,44,247,15.49,185.88,5,3,2,532,10,Loyal Customers
1925,Sarah Williams,59,UK,Premium,419.49,Romance,2024-07-30,214,210,22.99,275.88,2,3,4,234,9,At Risk
1926,David Hernandez,21,UK,Standard,472.34,Comedy,2025-01-14,46,237,15.49,185.88,5,3,2,532,10,Loyal Customers
1927,David Garcia,72,France,Basic,458.05,Sci-Fi,2025-01-23,37,230,9.99,119.88,5,3,1,531,9,Loyal Customers
1928,Sarah Johnson,15,UK,Basic,269.65,Action,2025-02-13,16,135,9.99,119.88,5,2,1,521,8,New Customers
1929,Emma Garcia,16,USA,Premium,287.3,Documentary,2025-02-04,25,144,22.99,275.88,5,2,4,524,11,New Customers
1930,Michael Martinez,52,UK,Basic,766.38,Documentary,2025-02-20,9,384,9.99,119.88,5,4,1,541,10,Loyal Customers
1931,Katie Brown,65,India,Premium,241.68,Romance,2024-10-08,144,121,22.99,275.88,3,2,4,324,9,Needs Attention
1932,David Williams,37,Japan,Standard,832.83,Action,2024-05-17,288,417,15.49,185.88,1,5,2,152,8,Lost
1933,Sarah Williams,77,India,Premium,131.38,Sci-Fi,2025-01-09,51,66,22.99,275.88,5,1,4,514,10,New Customers
1934,Alex Hernandez,31,USA,Basic,292.36,Action,2024-08-21,192,147,9.99,119.88,3,2,1,321,6,Lost
1935,John Jones,38,USA,Standard,287.46,Horror,2025-01-26,34,144,15.49,185.88,5,2,2,522,9,New Customers
1936,John Miller,40,Canada,Basic,65.7,Drama,2024-04-18,317,33,9.99,119.88,1,1,1,111,3,Lost
1937,Katie Smith,58,UK,Standard,860.76,Drama,2024-09-11,171,431,15.49,185.88,3,5,2,352,10,Promising
1938,Sarah Brown,75,France,Basic,928.31,Action,2024-11-25,96,465,9.99,119.88,4,5,1,451,10,Loyal Customers
1939,Michael Martinez,78,Japan,Premium,403.42,Sci-Fi,2024-06-11,263,202,22.99,275.88,2,2,4,224,8,Hibernating
1940,Alex Brown,40,USA,Premium,232.36,Action,2024-11-26,95,117,22.99,275.88,4,2,4,424,10,New Customers
1941,Michael Smith,17,Mexico,Basic,693.41,Sci-Fi,2024-11-21,100,347,9.99,119.88,4,4,1,441,9,Loyal Customers
1942,Sarah Garcia,52,Brazil,Basic,232.68,Horror,2024-12-29,62,117,9.99,119.88,5,2,1,521,8,New Customers
1943,Jane Hernandez,68,Japan,Premium,235.51,Drama,2024-12-29,62,118,22.99,275.88,5,2,4,524,11,New Customers
1944,David Smith,53,Germany,Premium,858.85,Action,2024-05-07,298,430,22.99,275.88,1,5,4,154,10,At Risk
1945,Katie Hernandez,46,Canada,Basic,197.51,Action,2024-09-12,170,99,9.99,119.88,3,1,1,311,5,Lost
1946,Chris Martinez,79,India,Standard,850.18,Action,2024-09-28,154,426,15.49,185.88,3,5,2,352,10,Promising
1947,Katie Jones,70,Japan,Standard,818.63,Horror,2024-10-09,143,410,15.49,185.88,3,5,2,352,10,Promising
1948,Katie Martinez,16,UK,Premium,935.19,Horror,2024-03-25,341,468,22.99,275.88,1,5,4,154,10,At Risk
1949,Jane Hernandez,28,UK,Basic,148.76,Documentary,2025-01-03,57,75,9.99,119.88,5,1,1,511,7,New Customers
1950,James Jones,48,France,Standard,468.3,Horror,2024-08-30,183,235,15.49,185.88,3,3,2,332,8,Promising
1951,Katie Williams,34,France,Premium,922.92,Comedy,2024-10-01,151,462,22.99,275.88,3,5,4,354,12,Potential Loyalists
1952,Jane Garcia,15,Brazil,Standard,528.17,Drama,2024-10-04,148,265,15.49,185.88,3,3,2,332,8,Promising
1953,David Davis,14,USA,Basic,739.52,Documentary,2024-09-30,152,370,9.99,119.88,3,4,1,341,8,Promising
1954,Sarah Smith,65,UK,Basic,605.72,Drama,2024-03-15,351,303,9.99,119.88,1,4,1,141,6,Lost
1955,Katie Brown,34,Germany,Premium,511.96,Comedy,2024-04-10,325,256,22.99,275.88,1,3,4,134,8,At Risk
1956,Katie Miller,76,Canada,Basic,981.09,Documentary,2025-02-17,12,491,9.99,119.88,5,5,1,551,11,Loyal Customers
1957,Michael Davis,21,USA,Basic,723.09,Documentary,2024-07-20,224,362,9.99,119.88,2,4,1,241,7,Lost
1958,David Davis,78,Brazil,Premium,911.34,Drama,2024-12-05,86,456,22.99,275.88,4,5,4,454,13,Champions
1959,Jane Miller,54,Canada,Standard,511.74,Horror,2024-07-26,218,256,15.49,185.88,2,3,2,232,7,Lost
1960,Emma Jones,73,Brazil,Premium,868.07,Drama,2024-08-05,208,435,22.99,275.88,3,5,4,354,12,Potential Loyalists
1961,Emma Davis,31,USA,Premium,840.38,Action,2025-02-20,9,421,22.99,275.88,5,5,4,554,14,Champions
1962,Chris Jones,80,Germany,Basic,989.81,Horror,2025-01-19,41,495,9.99,119.88,5,5,1,551,11,Loyal Customers
1963,Alex Miller,44,Mexico,Premium,29.74,Horror,2025-01-17,43,15,22.99,275.88,5,1,4,514,10,New Customers
1964,Emma Jones,66,Japan,Standard,669.11,Horror,2024-10-08,144,335,15.49,185.88,3,4,2,342,9,Promising
1965,Emma Martinez,66,USA,Basic,260.59,Comedy,2025-02-19,10,131,9.99,119.88,5,2,1,521,8,New Customers
1966,David Williams,32,Brazil,Standard,427.87,Comedy,2024-06-21,253,214,15.49,185.88,2,3,2,232,7,Lost
1967,John Johnson,51,Australia,Standard,804.04,Action,2024-05-21,284,403,15.49,185.88,2,5,2,252,9,Lost
1968,Sarah Martinez,14,France,Premium,652.61,Sci-Fi,2024-10-19,133,327,22.99,275.88,4,4,4,444,12,Champions
1969,Michael Smith,34,Brazil,Basic,786.65,Comedy,2024-07-29,215,394,9.99,119.88,2,4,1,241,7,Lost
1970,James Hernandez,16,Germany,Premium,766.14,Comedy,2024-08-10,203,384,22.99,275.88,3,4,4,344,11,Potential Loyalists
1971,James Williams,72,Japan,Standard,922.6,Action,2024-10-24,128,462,15.49,185.88,4,5,2,452,11,Loyal Customers
1972,David Johnson,58,India,Standard,874.63,Drama,2024-10-24,128,438,15.49,185.88,4,5,2,452,11,Loyal Customers
1973,Sarah Davis,44,India,Standard,632.88,Romance,2024-12-09,82,317,15.49,185.88,4,4,2,442,10,Loyal Customers
1974,Emma Martinez,46,Mexico,Premium,172.78,Sci-Fi,2024-06-23,251,87,22.99,275.88,2,1,4,214,7,Hibernating
1975,James Jones,35,India,Premium,339.21,Action,2024-08-31,182,170,22.99,275.88,3,2,4,324,9,Needs Attention
1976,Emma Martinez,34,USA,Standard,180.84,Sci-Fi,2024-09-04,178,91,15.49,185.88,3,1,2,312,6,Lost
1977,Katie Hernandez,22,Brazil,Basic,129.5,Drama,2024-06-01,273,65,9.99,119.88,2,1,1,211,4,Hibernating
1978,David Garcia,35,Australia,Basic,363.81,Horror,2024-06-10,264,182,9.99,119.88,2,2,1,221,5,Hibernating
1979,Alex Johnson,64,Germany,Premium,298.52,Drama,2024-12-26,65,150,22.99,275.88,5,2,4,524,11,New Customers
1980,Alex Martinez,27,Mexico,Premium,428.75,Documentary,2024-04-01,334,215,22.99,275.88,1,3,4,134,8,At Risk
1981,Emma Garcia,26,Germany,Standard,244.81,Action,2024-05-28,277,123,15.49,185.88,2,2,2,222,6,Hibernating
1982,Katie Davis,56,Brazil,Standard,558.9,Romance,2024-08-26,187,280,15.49,185.88,3,3,2,332,8,Promising
1983,Emma Brown,26,Germany,Basic,621.23,Documentary,2024-08-24,189,311,9.99,119.88,3,4,1,341,8,Promising
1984,John Johnson,78,France,Basic,760.42,Romance,2025-03-01,0,381,9.99,119.88,5,4,1,541,10,Loyal Customers
1985,John Brown,78,Germany,Standard,353.26,Drama,2024-05-17,288,177,15.49,185.88,1,2,2,122,5,Lost
1986,David Johnson,72,India,Premium,764.48,Sci-Fi,2025-01-06,54,383,22.99,275.88,5,4,4,544,13,Champions
1987,Katie Johnson,58,USA,Standard,13.01,Horror,2024-06-06,268,7,15.49,185.88,2,1,2,212,5,Hibernating
1988,Alex Williams,70,India,Basic,504.02,Sci-Fi,2024-04-16,319,253,9.99,119.88,1,3,1,131,5,Lost
1989,Emma Miller,69,Australia,Standard,32.5,Horror,2025-02-19,10,17,15.49,185.88,5,1,2,512,8,New Customers
1990,Chris Miller,31,USA,Basic,785.43,Sci-Fi,2024-03-15,351,393,9.99,119.88,1,4,1,141,6,Lost
1991,Katie Brown,62,Australia,Basic,349.78,Documentary,2025-02-15,14,175,9.99,119.88,5,2,1,521,8,New Customers
1992,Katie Hernandez,51,France,Premium,425.53,Drama,2024-06-07,267,213,22.99,275.88,2,3,4,234,9,At Risk
1993,Michael Smith,61,Canada,Basic,941.49,Sci-Fi,2024-12-19,72,471,9.99,119.88,4,5,1,451,10,Loyal Customers
1994,David Davis,60,Canada,Premium,539.45,Documentary,2024-12-08,83,270,22.99,275.88,4,3,4,434,11,Loyal Customers
1995,John Williams,29,Australia,Standard,316.95,Sci-Fi,2024-05-04,301,159,15.49,185.88,1,2,2,122,5,Lost
1996,Jane Brown,77,Japan,Standard,65.94,Documentary,2024-07-30,214,33,15.49,185.88,2,1,2,212,5,Hibernating
1997,Katie Martinez,75,France,Premium,620.61,Horror,2024-11-18,103,311,22.99,275.88,4,4,4,444,12,Champions
1998,Alex Jones,37,USA,Premium,604.79,Action,2024-12-17,74,303,22.99,275.88,4,4,4,444,12,Champions
